2017-10-13 15:06:00,626 [Worker-20] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-surefire-plugin/2.12.4/maven-surefire-plugin-2.12.4.jar
2017-10-13 16:39:59,336 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:39:59,339 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:39:59,341 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2017-10-13 16:40:51,978 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:40:51,980 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:40:51,982 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:40:51,985 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2017-10-13 16:40:58,744 [Worker-67] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\v-kalpana.kapoor\Documents\Metrodigi\Workspace\metrodigi
2017-10-13 16:40:58,744 [Worker-67] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-10-13 16:41:00,846 [Worker-62] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:41:00,848 [Worker-62] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:41:00,850 [Worker-62] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:41:00,851 [Worker-62] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2017-10-13 16:41:05,300 [Worker-69] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\v-kalpana.kapoor\Documents\Metrodigi\Workspace\metrodigi
2017-10-13 16:41:05,300 [Worker-69] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B test
2017-10-13 16:41:08,801 [Worker-69] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:41:08,802 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:41:08,805 [Worker-69] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:41:08,806 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:43:25,022 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:43:25,024 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:43:25,025 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:43:25,027 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2017-10-13 16:43:28,963 [Worker-69] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:43:28,965 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:43:28,967 [Worker-69] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:43:28,969 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2017-10-13 16:43:37,909 [Worker-69] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\v-kalpana.kapoor\Documents\Metrodigi\Workspace\metrodigi
2017-10-13 16:43:37,909 [Worker-69] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-10-13 16:43:46,485 [Worker-57] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\v-kalpana.kapoor\Documents\Metrodigi\Workspace\metrodigi
2017-10-13 16:43:46,485 [Worker-57] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B test
2017-10-13 16:43:50,014 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:43:50,015 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:43:50,018 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:43:50,020 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2017-10-13 16:46:21,334 [Worker-65] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2017-10-13 16:46:21,757 [Worker-65] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.magicsw:metrodigi:0.0.1-SNAPSHOT @ D:\v-kalpana.kapoor\Documents\Metrodigi\Workspace\metrodigi\pom.xml.
2017-10-13 16:46:23,073 [Worker-65] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/testng/testng/maven-metadata.xml
2017-10-13 16:46:23,252 [Worker-65] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/testng/testng/maven-metadata.xml
2017-10-13 16:46:23,322 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.3 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:46:23,325 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.4 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:46:23,328 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.5 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:46:23,891 [Worker-65] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /metrodigi/src/main/java
2017-10-13 16:46:23,891 [Worker-65] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /metrodigi/src/main/resources
2017-10-13 16:46:23,893 [Worker-65] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /metrodigi/src/test/java
2017-10-13 16:46:23,893 [Worker-65] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /metrodigi/src/test/resources
2017-10-13 16:46:24,224 [Worker-65] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 2 sec
2017-10-13 16:46:24,697 [Worker-71] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.3 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:46:24,700 [Worker-71] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.4 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:46:24,705 [Worker-71] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.5 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:46:24,997 [Worker-71] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:46:24,999 [Worker-71] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:46:25,001 [Worker-71] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:46:25,002 [Worker-71] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2017-10-13 16:46:56,127 [Worker-71] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:46:56,130 [Worker-71] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:46:56,132 [Worker-71] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:46:56,133 [Worker-71] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:47:03,552 [Worker-73] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2017-10-13 16:47:03,958 [Worker-73] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.magicsw:metrodigi:0.0.1-SNAPSHOT @ D:\v-kalpana.kapoor\Documents\Metrodigi\Workspace\metrodigi\pom.xml.
2017-10-13 16:47:04,204 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.3 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:47:04,206 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.4 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:47:04,209 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.5 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:47:04,573 [Worker-73] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /metrodigi/src/main/java
2017-10-13 16:47:04,573 [Worker-73] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /metrodigi/src/main/resources
2017-10-13 16:47:04,574 [Worker-73] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /metrodigi/src/test/java
2017-10-13 16:47:04,574 [Worker-73] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /metrodigi/src/test/resources
2017-10-13 16:47:04,777 [Worker-73] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2017-10-13 16:47:05,271 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.3 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:47:05,274 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.4 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:47:05,276 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.testng:testng:jar:5.14.5 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-10-13 16:47:05,477 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:47:05,478 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:47:05,480 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:47:05,481 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2017-10-13 16:47:09,101 [Worker-68] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\v-kalpana.kapoor\Documents\Metrodigi\Workspace\metrodigi
2017-10-13 16:47:09,101 [Worker-68] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-10-13 16:47:11,231 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:47:11,237 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:47:11,239 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:47:11,242 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2017-10-13 16:47:25,761 [Worker-75] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\v-kalpana.kapoor\Documents\Metrodigi\Workspace\metrodigi
2017-10-13 16:47:25,762 [Worker-75] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B test
2017-10-13 16:49:29,494 [Worker-57] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:49:29,495 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:49:29,496 [Worker-57] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:49:29,498 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2017-10-13 16:49:37,687 [Worker-74] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\v-kalpana.kapoor\Documents\Metrodigi\Workspace\metrodigi
2017-10-13 16:49:37,688 [Worker-74] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B test
2017-10-13 16:49:43,832 [Worker-57] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:49:43,834 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:49:43,836 [Worker-57] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:49:43,839 [Worker-57] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2017-10-13 16:51:55,574 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:51:55,575 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:51:55,576 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:51:55,577 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:54:28,370 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:54:28,371 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:54:28,373 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:54:28,375 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-13 16:55:22,944 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:55:22,945 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:55:22,946 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:55:22,947 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 7 resources
2017-10-13 16:55:28,099 [Worker-80] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\v-kalpana.kapoor\Documents\Metrodigi\Workspace\metrodigi
2017-10-13 16:55:28,099 [Worker-80] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-10-13 16:55:30,116 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:55:30,118 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:55:30,123 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:55:30,126 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 7 resources
2017-10-13 16:55:38,051 [Worker-78] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\v-kalpana.kapoor\Documents\Metrodigi\Workspace\metrodigi
2017-10-13 16:55:38,051 [Worker-78] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B test
2017-10-13 16:55:45,350 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:55:45,351 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:55:45,352 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:55:45,354 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 7 resources
2017-10-13 16:57:42,452 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:57:42,453 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-13 16:57:42,455 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-13 16:57:42,456 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
